Giorno,GEN,FEB,MAR,APR,MAG,GIU,LUG,AGO,SET,NOV,DIC,anno,parametro,provincia,stazione
1,0.2,0.2,7.6,,,,,,,,,,,2020,PREC,Padova,Agna
2,,,7.6,,,,,,,,,,,2020,PREC,Padova,Agna
3,0.2,,4.8,,,,,,,,,,,2020,PREC,Padova,Agna
4,,0.2,1.0,,,,,,,,,,,2020,PREC,Padova,Agna
5,,,7.2,,,,,,,,,,,2020,PREC,Padova,Agna
6,0.2,,11.2,,,,,,,,,,,2020,PREC,Padova,Agna
7,,,0.8,,,,,,,,,,,2020,PREC,Padova,Agna
8,0.2,,,,,,,,,,,,,2020,PREC,Padova,Agna
9,,,,,,,,,,,,,,2020,PREC,Padova,Agna
10,0.2,0.6,,,,,,,,,,,,2020,PREC,Padova,Agna
11,0.2,,,,7.4,,,,,,,,,2020,PREC,Padova,Agna
12,,0.2,,,0.4,,,,,,,,,2020,PREC,Padova,Agna
13,0.2,,,,,,,,,,,,,2020,PREC,Padova,Agna
14,0.2,3.0,0.2,,,,,,,,,,,2020,PREC,Padova,Agna
15,,,,,9.8,,,,,,,,,2020,PREC,Padova,Agna
16,,,,,1.2,,,,,,,,,2020,PREC,Padova,Agna
17,,,,,,,,,,,,,,2020,PREC,Padova,Agna
18,12.4,,,,,,,,,,,,,2020,PREC,Padova,Agna
19,0.2,0.2,,,2.6,,,,,,,,,2020,PREC,Padova,Agna
20,,,,5.4,,,,,,,,,,2020,PREC,Padova,Agna
21,,,,,,,,,,,,,,2020,PREC,Padova,Agna
22,,,,,,,,,,,,,,2020,PREC,Padova,Agna
23,,,,,,,,,,,,,,2020,PREC,Padova,Agna
24,0.2,,,,,,,,,,,,,2020,PREC,Padova,Agna
25,4.0,,,,,,,,,,,,,2020,PREC,Padova,Agna
26,0.4,,,,0.6,,,,,,,,,2020,PREC,Padova,Agna
27,0.2,,,,,,,,,,,,,2020,PREC,Padova,Agna
28,,,,0.8,6.4,,,,,,,,,2020,PREC,Padova,Agna
29,,,,3.2,,,,,,,,,,2020,PREC,Padova,Agna
30,0.2,4.4,0.6,,,,,,,,,,,2020,PREC,Padova,Agna
31,,,,,,,,,,,,,,2020,PREC,Padova,Agna
1,,,10.8,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
2,,,1.8,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
3,,,5.0,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
4,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
5,,,6.2,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
6,,,9.8,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
7,,,0.6,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
8,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
9,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
10,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
11,,,,,9.4,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
12,,,,,2.6,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
13,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
14,,2.4,1.0,0.2,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
15,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
16,,,,,1.6,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
17,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
18,11.2,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
19,0.4,,,0.2,3.2,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
20,,,,1.6,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
21,,,,0.2,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
22,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
23,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
24,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
25,2.0,,0.2,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
26,,,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
27,,,,0.2,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
28,,,,,2.6,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
29,,,,1.8,3.6,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
30,,6.0,,0.8,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
31,,0.2,,,,,,,,,,,,2020,PREC,Padova,Balduina (Sant'Urbano)
1,0.2,0.4,11.4,,,,,,,,,,,2020,PREC,Padova,Codevigo
2,0.2,,11.2,,,,,,,,,,,2020,PREC,Padova,Codevigo
3,0.2,0.2,5.6,,,,,,,,,,,2020,PREC,Padova,Codevigo
4,0.2,0.2,1.2,,,,,,,,,,,2020,PREC,Padova,Codevigo
5,,,9.4,,,,,,,,,,,2020,PREC,Padova,Codevigo
6,0.2,,21.0,,,,,,,,,,,2020,PREC,Padova,Codevigo
7,0.2,,1.2,,,,,,,,,,,2020,PREC,Padova,Codevigo
8,0.2,0.2,,,,,,,,,,,,2020,PREC,Padova,Codevigo
9,,0.2,,,,,,,,,,,,2020,PREC,Padova,Codevigo
10,0.2,1.0,,,,,,,,,,,,2020,PREC,Padova,Codevigo
11,0.4,,0.2,,6.2,,,,,,,,,2020,PREC,Padova,Codevigo
12,,0.4,0.2,,2.2,,,,,,,,,2020,PREC,Padova,Codevigo
13,0.2,0.4,,,,,,,,,,,,2020,PREC,Padova,Codevigo
14,0.4,3.8,,,,,,,,,,,,2020,PREC,Padova,Codevigo
15,,0.2,,,1.4,,,,,,,,,2020,PREC,Padova,Codevigo
16,,0.2,,,8.4,,,,,,,,,2020,PREC,Padova,Codevigo
17,0.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
18,15.4,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
19,1.0,0.4,,,1.2,,,,,,,,,2020,PREC,Padova,Codevigo
20,,,0.2,2.0,,,,,,,,,,2020,PREC,Padova,Codevigo
21,,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
22,,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
23,,,,,0.2,,,,,,,,,2020,PREC,Padova,Codevigo
24,0.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
25,2.8,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
26,1.0,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
27,0.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
28,0.2,,,8.0,7.0,,,,,,,,,2020,PREC,Padova,Codevigo
29,,,,3.8,0.6,,,,,,,,,2020,PREC,Padova,Codevigo
30,0.4,2.8,0.2,,,,,,,,,,,2020,PREC,Padova,Codevigo
31,,,,,,,,,,,,,,2020,PREC,Padova,Codevigo
1,0.4,0.4,9.4,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
2,,,8.8,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
3,0.2,,3.8,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
4,0.2,0.2,0.8,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
5,0.2,,8.2,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
6,,,18.8,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
7,0.2,,0.6,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
8,0.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
9,,0.2,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
10,0.2,1.2,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
11,0.2,,,,4.6,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
12,0.2,0.2,0.2,,0.8,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
13,0.2,0.2,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
14,0.2,4.6,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
15,,0.2,,,1.2,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
16,,0.2,,,1.0,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
17,0.2,,,,0.2,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
18,13.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
19,0.8,0.2,,,1.6,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
20,,,0.2,2.0,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
21,,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
22,,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
23,,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
24,0.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
25,1.6,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
26,1.0,,,,0.2,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
27,0.2,,,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
28,0.2,,,28.2,7.4,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
29,,,,1.2,0.2,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
30,0.2,2.0,0.2,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
31,,,0.4,,,,,,,,,,,2020,PREC,Padova,Codevigo - Ca' di Mezzo
1,,,16.4,,0.2,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
2,,,11.4,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
3,,0.2,2.8,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
4,,0.2,,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
5,,0.2,10.0,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
6,,,27.8,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
7,,,,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
8,,,,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
9,,,,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
10,,1.6,,,,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
11,,0.2,,,21.2,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
12,,,,,0.2,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
13,,0.6,,,0.2,,,,,,,,,2020,PREC,Padova,Faedo (Cinto Euganeo)
